Date,Price,Open,High,Low,Vol.,Change %
06/23/2025,"4,920","4,870","4,930","4,800",119.44M,-0.20%
06/20/2025,"4,930","4,940","4,990","4,830",301.15M,-0.80%
06/19/2025,"4,970","5,050","5,050","4,910",114.77M,-2.07%
06/18/2025,"5,075","5,075","5,100","5,025",53.35M,-0.49%
06/17/2025,"5,100","5,175","5,225","5,100",70.66M,-0.97%
06/16/2025,"5,150","5,150","5,200","5,100",61.70M,0.00%
06/13/2025,"5,150","5,175","5,250","5,100",128.07M,-0.48%
06/12/2025,"5,175","5,225","5,225","5,125",72.42M,-0.48%
06/11/2025,"5,200","5,300","5,300","5,150",90.67M,-0.95%
06/10/2025,"5,250","5,075","5,250","5,075",158.26M,3.45%
06/05/2025,"5,075","5,050","5,075","5,000",69.18M,1.00%
06/04/2025,"5,025","5,125","5,125","4,980",139.58M,-0.50%
06/03/2025,"5,050","5,100","5,125","4,950",169.32M,-0.49%
06/02/2025,"5,075","5,200","5,250","5,025",373.47M,-4.25%
05/28/2025,"5,300","5,400","5,425","5,300",190.67M,-1.85%
05/27/2025,"5,400","5,500","5,500","5,400",86.08M,-1.37%
05/26/2025,"5,475","5,425","5,475","5,300",102.96M,0.92%
05/23/2025,"5,425","5,500","5,500","5,375",89.69M,-0.46%
05/22/2025,"5,450","5,450","5,500","5,400",137.59M,0.00%
05/21/2025,"5,450","5,400","5,550","5,375",167.24M,0.93%
05/20/2025,"5,400","5,500","5,550","5,350",145.53M,-2.26%
05/19/2025,"5,525","5,450","5,575","5,400",191.44M,0.91%
05/16/2025,"5,475","5,425","5,475","5,200",229.38M,2.82%
05/15/2025,"5,325","5,075","5,400","5,050",300.15M,5.45%
05/14/2025,"5,050","4,890","5,050","4,880",342.47M,5.87%
05/09/2025,"4,770","4,790","4,830","4,750",164.01M,-0.42%
05/08/2025,"4,790","4,960","5,025","4,790",205.20M,-3.23%
05/07/2025,"4,950","5,050","5,050","4,950",100.67M,-0.60%
05/06/2025,"4,980","5,025","5,050","4,980",120.17M,0.00%
05/05/2025,"4,980","4,990","5,100","4,960",154.07M,0.40%
05/02/2025,"4,960","4,980","4,980","4,910",146.80M,1.43%
04/30/2025,"4,890","4,900","4,920","4,810",278.36M,-1.01%
04/29/2025,"4,940","4,930","4,950","4,880",108.86M,0.41%
04/28/2025,"4,920","4,950","4,980","4,890",90.70M,0.41%
04/25/2025,"4,900","4,960","4,960","4,900",134.21M,0.20%
04/24/2025,"4,890","4,950","5,025","4,860",282.97M,-0.20%
04/23/2025,"4,900","4,780","4,900","4,740",273.40M,3.81%
04/22/2025,"4,720","4,610","4,720","4,590",126.43M,2.39%
04/21/2025,"4,610","4,600","4,640","4,560",83.03M,0.22%
04/17/2025,"4,600","4,630","4,660","4,570",165.38M,-0.65%
04/16/2025,"4,630","4,740","4,750","4,590",201.71M,-1.70%
04/15/2025,"4,710","4,800","4,820","4,710",231.01M,-0.84%
04/14/2025,"4,750","4,650","4,750","4,650",423.72M,-6.86%
04/11/2025,"5,100","5,000","5,175","4,950",384.96M,1.49%
04/10/2025,"5,025","5,200","5,225","4,970",559.97M,6.69%
04/09/2025,"4,710","4,630","4,790","4,630",316.82M,0.86%
04/08/2025,"4,670","4,500","4,830","4,500",738.45M,-10.19%
03/27/2025,"5,200","5,150","5,250","5,050",301.03M,0.97%
03/26/2025,"5,150","4,980","5,175","4,930",582.17M,8.65%
03/25/2025,"4,740","4,500","4,810","4,500",313.03M,6.28%
03/24/2025,"4,460","4,350","4,530","4,250",319.02M,1.13%
03/21/2025,"4,410","4,600","4,610","4,380",374.40M,-4.55%
03/20/2025,"4,620","4,760","4,770","4,610",138.21M,-1.28%
03/19/2025,"4,680","4,530","4,700","4,440",273.08M,3.31%
03/18/2025,"4,530","4,680","4,690","4,300",387.57M,-3.21%
03/17/2025,"4,680","4,740","4,770","4,660",135.69M,-1.27%
03/14/2025,"4,740","4,640","4,800","4,640",154.33M,0.00%
03/13/2025,"4,740","4,940","4,940","4,710",176.29M,-2.87%
03/12/2025,"4,880","4,750","4,880","4,750",129.97M,2.95%
03/11/2025,"4,740","4,650","4,780","4,640",150.74M,0.64%
03/10/2025,"4,710","4,730","4,760","4,660",231.15M,-2.69%
03/07/2025,"4,840","4,870","4,870","4,810",117.92M,-0.62%
03/06/2025,"4,870","4,910","4,980","4,870",194.91M,0.21%
03/05/2025,"4,860","4,860","5,050","4,860",252.22M,0.41%
03/04/2025,"4,840","4,900","4,920","4,750",144.35M,-1.22%
03/03/2025,"4,900","4,750","4,980","4,700",257.12M,6.52%
02/28/2025,"4,600","4,620","4,690","4,550",464.70M,-1.29%
02/27/2025,"4,660","4,930","4,950","4,660",334.92M,-5.28%
02/26/2025,"4,920","4,860","4,980","4,850",161.84M,1.03%
02/25/2025,"4,870","5,000","5,025","4,860",224.61M,-3.08%
02/24/2025,"5,025","5,050","5,075","4,980",127.58M,-0.99%
02/21/2025,"5,075","5,000","5,100","5,000",152.53M,-1.46%
02/20/2025,"5,150","5,125","5,225","5,100",98.36M,-0.48%
02/19/2025,"5,175","5,375","5,400","5,125",204.34M,-5.05%
02/18/2025,"5,450","5,450","5,550","5,375",157.43M,0.46%
02/17/2025,"5,425","5,200","5,475","5,175",223.84M,5.85%
02/14/2025,"5,125","5,100","5,200","4,970",239.71M,1.99%
02/13/2025,"5,025","4,940","5,075","4,900",215.27M,1.72%
02/12/2025,"4,940","4,920","4,950","4,830",225.07M,1.23%
02/11/2025,"4,880","4,750","4,950","4,750",316.74M,-2.40%
02/10/2025,"5,000","5,150","5,150","4,990",169.38M,-2.91%
02/07/2025,"5,150","5,000","5,150","4,950",407.90M,0.98%
02/06/2025,"5,100","5,425","5,425","5,000",642.12M,-7.69%
02/05/2025,"5,525","5,600","5,600","5,475",185.66M,-2.64%
02/04/2025,"5,675","5,825","5,850","5,625",121.87M,-2.16%
02/03/2025,"5,800","5,975","6,000","5,700",182.18M,-3.73%
01/31/2025,"6,025","6,175","6,225","6,025",107.86M,-1.23%
01/30/2025,"6,100","6,100","6,225","6,075",101.40M,-0.41%
01/24/2025,"6,125","6,250","6,250","6,125",96.16M,-0.81%
01/23/2025,"6,175","6,200","6,300","6,175",120.89M,0.41%
01/22/2025,"6,150","6,150","6,200","6,100",117.93M,1.65%
01/21/2025,"6,050","6,100","6,175","6,025",115.36M,0.83%
01/20/2025,"6,000","6,000","6,050","5,925",84.34M,2.13%
01/17/2025,"5,875","5,800","6,050","5,750",114.05M,0.00%
01/16/2025,"5,875","6,075","6,200","5,850",204.36M,2.17%
01/15/2025,"5,750","5,475","5,825","5,450",194.03M,6.48%
01/14/2025,"5,400","5,425","5,575","5,400",97.35M,-2.26%
01/13/2025,"5,525","5,500","5,550","5,475",99.95M,-1.34%
01/10/2025,"5,600","5,750","5,775","5,600",77.75M,-2.61%
01/09/2025,"5,750","5,725","5,775","5,700",56.49M,0.00%
01/08/2025,"5,750","5,600","5,750","5,600",118.25M,2.68%
01/07/2025,"5,600","5,600","5,650","5,550",96.98M,-1.32%
01/06/2025,"5,675","5,825","5,825","5,650",68.44M,-2.16%
01/03/2025,"5,800","5,850","5,875","5,775",58.07M,-0.85%
01/02/2025,"5,850","5,700","5,850","5,700",82.91M,2.63%
12/30/2024,"5,700","5,675","5,750","5,650",96.78M,-1.72%
12/27/2024,"5,800","5,750","5,850","5,750",46.13M,0.87%
12/24/2024,"5,750","5,825","5,875","5,750",41.24M,-1.29%
12/23/2024,"5,825","5,800","5,875","5,725",82.91M,2.64%
12/20/2024,"5,675","5,675","5,750","5,625",148.57M,0.00%
12/19/2024,"5,675","5,625","5,725","5,600",277.79M,-2.58%
12/18/2024,"5,825","5,925","6,000","5,775",153.16M,-2.10%
12/17/2024,"5,950","6,050","6,075","5,925",72.11M,-2.06%
12/16/2024,"6,075","5,900","6,100","5,900",105.38M,0.83%
12/13/2024,"6,025","6,025","6,100","5,975",135.58M,-1.63%
12/12/2024,"6,125","6,200","6,225","6,100",96.71M,-2.78%
12/11/2024,"6,300","6,300","6,400","6,300",62.51M,0.00%
12/10/2024,"6,300","6,275","6,325","6,225",92.25M,-1.18%
12/09/2024,"6,375","6,175","6,375","6,175",74.22M,2.41%
12/06/2024,"6,225","6,200","6,275","6,125",75.99M,1.22%
12/05/2024,"6,150","6,350","6,375","6,150",69.53M,-3.53%
12/04/2024,"6,375","6,275","6,450","6,225",75.26M,1.59%
12/03/2024,"6,275","6,100","6,275","6,100",99.51M,4.58%
12/02/2024,"6,000","6,175","6,250","5,975",114.56M,-2.44%
11/29/2024,"6,150","6,325","6,375","6,125",157.63M,-4.65%
11/28/2024,"6,450","6,350","6,525","6,350",81.88M,0.78%
11/26/2024,"6,400","6,600","6,600","6,325",107.19M,-2.66%
11/25/2024,"6,575","6,325","6,600","6,325",183.45M,5.20%
11/22/2024,"6,250","6,125","6,300","6,100",80.24M,1.63%
11/21/2024,"6,150","6,225","6,225","6,125",76.58M,-1.20%
11/20/2024,"6,225","6,325","6,350","6,200",68.71M,-0.40%
11/19/2024,"6,250","6,375","6,375","6,225",95.50M,-1.19%
11/18/2024,"6,325","6,350","6,425","6,225",80.65M,-0.39%
11/15/2024,"6,350","6,300","6,400","6,300",41.08M,-0.39%
11/14/2024,"6,375","6,375","6,475","6,350",69.75M,-0.78%
11/13/2024,"6,425","6,500","6,550","6,400",102.75M,0.78%
11/12/2024,"6,375","6,375","6,450","6,325",117.28M,0.39%
11/11/2024,"6,350","6,300","6,450","6,150",125.61M,0.40%
11/08/2024,"6,325","6,425","6,525","6,275",192.68M,-1.56%
11/07/2024,"6,425","6,500","6,550","6,425",154.76M,-1.91%
11/06/2024,"6,550","6,925","6,925","6,550",147.27M,-5.42%
11/05/2024,"6,925","6,725","6,950","6,675",88.66M,2.59%
11/04/2024,"6,750","6,600","6,800","6,525",80.21M,1.50%
11/01/2024,"6,650","6,725","6,725","6,550",101.42M,-0.75%
10/31/2024,"6,700","6,750","6,825","6,700",126.73M,-0.74%
10/30/2024,"6,750","6,575","6,775","6,575",122.13M,-1.10%
10/29/2024,"6,825","6,800","6,850","6,725",91.27M,0.00%
10/28/2024,"6,825","7,075","7,075","6,800",114.50M,-3.19%
10/25/2024,"7,050","6,975","7,050","6,975",34.64M,1.08%
10/24/2024,"6,975","7,000","7,150","6,975",65.88M,-1.41%
10/23/2024,"7,075","7,075","7,125","7,025",38.22M,0.00%
10/22/2024,"7,075","7,150","7,175","7,075",43.58M,-1.74%
10/21/2024,"7,200","7,250","7,250","7,125",43.06M,0.35%
10/18/2024,"7,175","7,275","7,300","7,175",57.38M,-0.69%
10/17/2024,"7,225","7,050","7,250","7,000",90.22M,3.21%
10/16/2024,"7,000","7,050","7,075","6,925",133.02M,-0.71%
10/15/2024,"7,050","7,000","7,100","6,925",90.36M,1.81%
10/14/2024,"6,925","6,925","6,975","6,900",55.89M,-0.36%
10/11/2024,"6,950","7,025","7,025","6,925",45.33M,0.00%
10/10/2024,"6,950","6,925","7,050","6,900",44.29M,0.00%
10/09/2024,"6,950","7,075","7,175","6,950",76.52M,-1.77%
10/08/2024,"7,075","6,825","7,175","6,775",132.14M,2.91%
10/07/2024,"6,875","6,925","6,925","6,800",103.94M,-1.08%
10/04/2024,"6,950","7,025","7,050","6,900",79.49M,-1.42%
10/03/2024,"7,050","7,000","7,075","6,900",86.26M,1.08%
10/02/2024,"6,975","7,025","7,100","6,925",91.08M,-1.06%
10/01/2024,"7,050","7,000","7,075","6,950",82.69M,1.81%
09/30/2024,"6,925","7,000","7,025","6,875",166.20M,-1.77%
09/27/2024,"7,050","7,025","7,125","7,000",161.41M,-1.74%
09/26/2024,"7,175","7,175","7,200","7,100",173.04M,-0.35%
09/25/2024,"7,200","7,350","7,350","7,050",192.20M,-3.03%
09/24/2024,"7,425","7,400","7,475","7,375",81.82M,-0.34%
09/23/2024,"7,450","7,325","7,450","7,300",79.68M,2.05%
09/20/2024,"7,300","7,400","7,425","7,300",97.90M,-1.35%
09/19/2024,"7,400","7,450","7,550","7,400",124.38M,0.00%
09/18/2024,"7,400","7,375","7,450","7,350",47.28M,-0.34%
09/17/2024,"7,425","7,325","7,450","7,300",96.43M,2.06%
09/13/2024,"7,275","7,300","7,300","7,225",45.85M,-0.34%
09/12/2024,"7,300","7,375","7,425","7,300",68.25M,-1.02%
09/11/2024,"7,375","7,300","7,400","7,275",91.82M,1.72%
09/10/2024,"7,250","7,250","7,275","7,225",73.52M,0.00%
09/09/2024,"7,250","7,250","7,250","7,200",71.43M,0.00%
09/06/2024,"7,250","7,175","7,275","7,150",63.62M,1.05%
09/05/2024,"7,175","7,125","7,225","7,125",59.43M,0.00%
09/04/2024,"7,175","7,000","7,175","7,000",78.79M,1.41%
09/03/2024,"7,075","7,200","7,250","7,050",75.10M,-1.74%
09/02/2024,"7,200","7,200","7,275","7,125",82.18M,1.05%
08/30/2024,"7,125","7,100","7,175","7,075",153.76M,0.35%
08/29/2024,"7,100","7,300","7,300","7,100",94.48M,-1.73%
08/28/2024,"7,225","7,025","7,225","7,000",114.61M,2.85%
08/27/2024,"7,025","7,025","7,050","6,925",91.69M,-0.35%
08/26/2024,"7,050","7,050","7,100","7,000",78.52M,0.00%
08/23/2024,"7,050","7,000","7,075","6,975",111.75M,0.00%
08/22/2024,"7,050","7,150","7,175","6,925",157.32M,-2.76%
08/21/2024,"7,250","7,300","7,300","7,225",88.49M,0.69%
08/20/2024,"7,200","7,200","7,350","7,150",102.62M,0.70%
08/19/2024,"7,150","7,075","7,150","7,025",50.25M,1.06%
08/16/2024,"7,075","7,075","7,125","7,025",64.27M,0.71%
08/15/2024,"7,025","7,075","7,075","6,925",75.96M,-0.71%
08/14/2024,"7,075","7,075","7,100","7,025",97.70M,1.07%
08/13/2024,"7,000","6,850","7,000","6,850",68.67M,1.45%
08/12/2024,"6,900","6,875","6,900","6,775",50.76M,0.73%
08/09/2024,"6,850","6,825","6,900","6,800",79.71M,0.74%
08/08/2024,"6,800","6,800","6,850","6,725",81.41M,0.37%
08/07/2024,"6,775","6,725","6,775","6,650",84.63M,2.26%
08/06/2024,"6,625","6,650","6,700","6,525",95.79M,0.76%
08/05/2024,"6,575","6,700","6,725","6,500",184.38M,-3.31%
08/02/2024,"6,800","6,700","6,875","6,675",167.89M,0.74%
08/01/2024,"6,750","6,550","6,750","6,500",163.09M,5.47%
07/31/2024,"6,400","6,400","6,475","6,375",99.00M,-1.16%
07/30/2024,"6,475","6,475","6,550","6,375",87.54M,0.00%
07/29/2024,"6,475","6,550","6,550","6,450",54.44M,-1.15%
07/26/2024,"6,550","6,575","6,625","6,500",76.52M,-0.38%
07/25/2024,"6,575","6,450","6,575","6,400",66.66M,1.54%
07/24/2024,"6,475","6,500","6,575","6,475",63.94M,-2.26%
07/23/2024,"6,625","6,750","6,750","6,550",77.86M,-1.12%
07/22/2024,"6,700","6,575","6,700","6,525",110.47M,2.68%
07/19/2024,"6,525","6,500","6,525","6,450",63.17M,-0.38%
07/18/2024,"6,550","6,550","6,600","6,500",132.53M,1.55%
07/17/2024,"6,450","6,450","6,525","6,375",109.73M,1.57%
07/16/2024,"6,350","6,400","6,400","6,300",64.69M,0.00%
07/15/2024,"6,350","6,450","6,450","6,300",66.07M,-1.17%
07/12/2024,"6,425","6,450","6,550","6,400",146.67M,0.39%
07/11/2024,"6,400","6,400","6,425","6,350",66.80M,0.39%
07/10/2024,"6,375","6,375","6,450","6,300",59.69M,0.00%
07/09/2024,"6,375","6,225","6,400","6,200",84.18M,2.41%
07/08/2024,"6,225","6,400","6,425","6,200",138.14M,-3.11%
07/05/2024,"6,425","6,325","6,500","6,300",111.65M,2.80%
07/04/2024,"6,250","6,250","6,400","6,225",90.15M,0.40%
07/03/2024,"6,225","6,275","6,300","6,100",70.02M,0.40%
07/02/2024,"6,200","6,275","6,350","6,150",159.36M,-0.80%
07/01/2024,"6,250","6,175","6,250","6,100",100.41M,1.63%
06/28/2024,"6,150","6,000","6,250","6,000",191.37M,2.50%
06/27/2024,"6,000","5,900","6,075","5,875",117.60M,2.56%
06/26/2024,"5,850","5,950","6,025","5,850",92.90M,-1.27%
06/25/2024,"5,925","5,925","5,975","5,825",159.98M,-1.25%
06/24/2024,"6,000","6,075","6,125","6,000",58.83M,-2.04%
06/21/2024,"6,125","6,050","6,200","6,025",188.72M,2.94%
06/20/2024,"5,950","5,825","5,950","5,750",82.66M,3.48%
06/19/2024,"5,750","5,775","5,850","5,675",116.00M,0.00%
06/14/2024,"5,750","5,850","5,875","5,650",203.24M,-2.13%
06/13/2024,"5,875","5,975","6,000","5,850",162.62M,-0.84%
06/12/2024,"5,925","6,050","6,075","5,900",120.86M,-3.27%
06/11/2024,"6,125","6,200","6,250","6,125",56.25M,-2.39%
06/10/2024,"6,275","6,275","6,350","6,200",80.15M,0.00%
06/07/2024,"6,275","6,250","6,275","6,150",99.09M,1.62%
06/06/2024,"6,175","6,125","6,200","6,075",85.74M,2.92%
06/05/2024,"6,000","6,125","6,150","5,975",105.17M,-2.44%
06/04/2024,"6,150","6,150","6,275","6,125",137.80M,0.82%
06/03/2024,"6,100","6,075","6,150","6,025",92.53M,3.39%
05/31/2024,"5,900","6,000","6,025","5,900",169.57M,0.43%
05/30/2024,"5,875","5,775","6,000","5,525",236.63M,1.29%
05/29/2024,"5,800","5,825","5,875","5,700",169.39M,-2.52%
05/28/2024,"5,950","5,850","6,025","5,825",93.70M,2.15%
05/27/2024,"5,825","6,025","6,050","5,825",258.45M,-3.72%
05/22/2024,"6,050","6,000","6,150","5,950",171.68M,0.41%
05/21/2024,"6,025","6,225","6,275","5,975",308.55M,-4.74%
05/20/2024,"6,325","6,550","6,625","6,200",168.80M,-3.80%
05/17/2024,"6,575","6,350","6,650","6,350",133.15M,3.54%
05/16/2024,"6,350","6,450","6,500","6,325",114.81M,-0.39%
05/15/2024,"6,375","6,200","6,400","6,200",80.92M,2.82%
05/14/2024,"6,200","6,175","6,300","6,175",94.05M,0.00%
05/13/2024,"6,200","6,200","6,275","6,125",128.64M,-1.20%
05/08/2024,"6,275","6,325","6,450","6,250",117.07M,0.00%
05/07/2024,"6,275","6,325","6,400","6,250",130.41M,0.00%
05/06/2024,"6,275","6,250","6,400","6,150",184.23M,2.03%
05/03/2024,"6,150","6,300","6,425","6,050",270.53M,-2.77%
05/02/2024,"6,325","6,800","6,800","6,050",501.85M,-8.33%
04/30/2024,"6,900","6,800","7,050","6,775",189.99M,-0.36%
04/29/2024,"6,925","6,650","6,950","6,650",77.94M,2.59%
04/26/2024,"6,750","7,000","7,025","6,750",125.88M,-2.88%
04/25/2024,"6,950","7,050","7,075","6,925",111.80M,-1.42%
04/24/2024,"7,050","6,925","7,050","6,900",117.59M,3.30%
04/23/2024,"6,825","6,850","6,925","6,725",107.63M,1.49%
04/22/2024,"6,725","6,875","6,875","6,575",121.73M,0.00%
04/19/2024,"6,725","6,725","6,800","6,650",47.94M,-1.10%
04/18/2024,"6,800","6,800","6,900","6,725",106.89M,2.64%
04/17/2024,"6,625","6,700","6,775","6,625",83.84M,0.00%
04/16/2024,"6,625","6,350","6,725","6,300",180.01M,-2.93%
04/05/2024,"6,825","6,825","6,900","6,825",46.11M,-0.73%
04/04/2024,"6,875","6,750","6,925","6,750",64.42M,1.48%
04/03/2024,"6,775","6,950","6,950","6,675",115.37M,-1.81%
04/02/2024,"6,900","6,900","6,900","6,700",135.76M,0.00%
04/01/2024,"6,900","7,250","7,250","6,750",158.36M,-4.83%
03/28/2024,"7,250","7,150","7,250","7,125",90.90M,1.05%
03/27/2024,"7,175","7,200","7,250","7,175",46.30M,0.00%
03/26/2024,"7,175","7,125","7,225","7,125",74.27M,-1.03%
03/25/2024,"7,250","7,050","7,250","7,000",78.21M,2.84%
03/22/2024,"7,050","7,000","7,075","6,950",87.32M,0.00%
03/21/2024,"7,050","7,100","7,200","7,050",81.77M,0.00%
03/20/2024,"7,050","7,050","7,050","7,000",83.42M,-3.09%
03/19/2024,"7,275","7,250","7,350","7,225",100.84M,1.39%
03/18/2024,"7,175","7,425","7,425","7,175",105.78M,-3.04%
03/15/2024,"7,400","7,450","7,500","7,275",250.58M,0.00%
03/14/2024,"7,400","7,250","7,400","7,225",161.19M,1.72%
03/13/2024,"7,275","7,250","7,275","7,150",126.02M,2.11%
03/08/2024,"7,125","7,150","7,175","7,100",109.03M,0.35%
03/07/2024,"7,100","7,075","7,125","7,025",94.95M,0.35%
03/06/2024,"7,075","7,000","7,100","7,000",74.18M,0.71%
03/05/2024,"7,025","7,075","7,100","7,000",92.56M,0.00%
03/04/2024,"7,025","7,000","7,050","6,975",44.71M,0.00%
03/01/2024,"7,025","7,050","7,075","6,975",90.74M,0.36%
02/29/2024,"7,000","7,125","7,150","7,000",150.73M,-1.75%
02/28/2024,"7,125","7,025","7,125","7,025",59.74M,0.71%
02/27/2024,"7,075","6,975","7,100","6,975",58.07M,0.35%
02/26/2024,"7,050","6,950","7,075","6,950",77.21M,0.00%
02/23/2024,"7,050","7,050","7,100","7,000",109.40M,-0.70%
02/22/2024,"7,100","7,175","7,200","7,100",85.74M,-2.07%
02/21/2024,"7,250","7,125","7,250","7,075",130.26M,1.40%
02/20/2024,"7,150","7,250","7,250","7,150",87.31M,0.00%
02/19/2024,"7,150","7,150","7,325","7,125",83.75M,-0.69%
02/16/2024,"7,200","7,375","7,400","7,200",142.02M,0.00%
02/15/2024,"7,200","7,300","7,375","7,150",220.53M,2.49%
02/13/2024,"7,025","7,100","7,125","7,025",102.67M,-1.06%
02/12/2024,"7,100","7,150","7,200","7,050",183.78M,2.16%
02/07/2024,"6,950","6,875","6,950","6,850",89.76M,1.46%
02/06/2024,"6,850","6,825","6,925","6,775",90.15M,0.37%
02/05/2024,"6,825","6,700","6,950","6,675",150.54M,2.25%
02/02/2024,"6,675","6,625","6,675","6,600",120.12M,1.91%
02/01/2024,"6,550","6,575","6,625","6,500",168.15M,-1.50%
01/31/2024,"6,650","6,650","6,700","6,650",128.19M,0.00%
01/30/2024,"6,650","6,475","6,700","6,450",123.33M,2.70%
01/29/2024,"6,475","6,350","6,475","6,275",124.75M,2.78%
01/26/2024,"6,300","6,250","6,325","6,225",77.24M,0.40%
01/25/2024,"6,275","6,325","6,400","6,250",99.09M,-1.95%
01/24/2024,"6,400","6,450","6,475","6,350",97.29M,-1.54%
01/23/2024,"6,500","6,525","6,550","6,450",77.04M,0.00%
01/22/2024,"6,500","6,500","6,550","6,450",96.99M,-0.38%
01/19/2024,"6,525","6,500","6,525","6,425",74.81M,0.00%
01/18/2024,"6,525","6,525","6,550","6,475",78.21M,0.00%
01/17/2024,"6,525","6,525","6,625","6,500",80.93M,0.00%
01/16/2024,"6,525","6,525","6,625","6,500",83.52M,0.38%
01/15/2024,"6,500","6,575","6,625","6,475",83.07M,-1.14%
01/12/2024,"6,575","6,575","6,675","6,525",114.04M,1.94%
01/11/2024,"6,450","6,425","6,500","6,400",41.46M,0.39%
01/10/2024,"6,425","6,375","6,450","6,325",50.02M,0.78%
01/09/2024,"6,375","6,425","6,450","6,350",77.95M,-0.39%
01/08/2024,"6,400","6,500","6,600","6,375",151.02M,-0.39%
01/05/2024,"6,425","6,400","6,475","6,350",114.34M,1.18%
01/04/2024,"6,350","6,125","6,400","6,100",152.51M,4.10%
01/03/2024,"6,100","6,100","6,150","6,050",30.05M,-0.41%
01/02/2024,"6,125","6,050","6,125","6,025",26.24M,1.24%
12/29/2023,"6,050","6,125","6,125","6,000",63.10M,-1.22%
12/28/2023,"6,125","6,050","6,150","6,000",75.12M,2.08%
12/27/2023,"6,000","6,000","6,025","5,925",48.70M,0.42%
12/22/2023,"5,975","5,950","5,975","5,925",29.98M,0.00%
12/21/2023,"5,975","5,950","5,975","5,925",50.36M,0.84%
12/20/2023,"5,925","5,900","5,975","5,900",65.36M,-0.84%
12/19/2023,"5,975","5,950","5,975","5,925",54.00M,0.84%
12/18/2023,"5,925","5,850","5,950","5,850",101.46M,0.42%
12/15/2023,"5,900","5,950","6,000","5,900",142.38M,-0.84%
12/14/2023,"5,950","5,825","6,025","5,800",189.38M,3.93%
12/13/2023,"5,725","5,750","5,775","5,700",121.45M,-1.29%
12/12/2023,"5,800","5,800","5,825","5,750",55.11M,0.43%
12/11/2023,"5,775","5,650","5,800","5,650",68.66M,1.32%
12/08/2023,"5,700","5,750","5,775","5,650",98.04M,-0.87%
12/07/2023,"5,750","5,800","5,825","5,725",97.97M,-0.86%
12/06/2023,"5,800","5,925","5,950","5,800",88.75M,-2.93%
12/05/2023,"5,975","6,000","6,000","5,875",58.67M,-0.42%
12/04/2023,"6,000","5,925","6,025","5,900",66.16M,1.69%
12/01/2023,"5,900","5,850","5,900","5,825",31.37M,0.85%
11/30/2023,"5,850","5,850","5,925","5,825",117.37M,0.00%
11/29/2023,"5,850","5,850","5,925","5,825",36.80M,-0.85%
11/28/2023,"5,900","5,900","5,925","5,875",58.26M,0.00%
11/27/2023,"5,900","5,900","5,925","5,875",39.72M,0.43%
11/24/2023,"5,875","5,925","5,925","5,850",33.28M,-0.42%
11/23/2023,"5,900","5,950","5,950","5,900",36.73M,0.43%
11/22/2023,"5,875","5,825","5,900","5,825",21.11M,0.00%
11/21/2023,"5,875","5,850","5,925","5,825",55.09M,0.00%
11/20/2023,"5,875","5,825","5,925","5,825",27.06M,-0.42%
11/17/2023,"5,900","5,875","5,950","5,850",33.96M,-0.42%
11/16/2023,"5,925","5,850","5,925","5,825",54.30M,0.00%
11/15/2023,"5,925","5,900","5,975","5,875",74.26M,1.72%
11/14/2023,"5,825","5,825","5,900","5,800",50.59M,0.00%
11/13/2023,"5,825","5,850","5,850","5,800",22.08M,0.87%
11/10/2023,"5,775","5,850","5,850","5,775",59.61M,-1.70%
11/09/2023,"5,875","5,825","5,900","5,800",45.03M,0.43%
11/08/2023,"5,850","5,775","5,850","5,725",63.55M,-0.43%
11/07/2023,"5,875","5,950","5,975","5,800",56.16M,-0.84%
11/06/2023,"5,925","5,900","5,925","5,850",58.27M,1.72%
11/03/2023,"5,825","5,925","5,975","5,825",53.38M,-1.27%
11/02/2023,"5,900","5,750","5,925","5,725",115.68M,4.42%
11/01/2023,"5,650","5,700","5,700","5,625",74.28M,-0.44%
10/31/2023,"5,675","5,800","5,850","5,650",99.45M,-0.87%
10/30/2023,"5,725","5,700","5,725","5,625",81.55M,0.44%
10/27/2023,"5,700","5,750","5,775","5,700",90.18M,0.00%
10/26/2023,"5,700","5,800","5,850","5,700",86.35M,-2.56%
10/25/2023,"5,850","5,825","5,900","5,775",90.43M,1.74%
10/24/2023,"5,750","5,700","5,800","5,675",72.47M,1.32%
10/23/2023,"5,675","5,700","5,725","5,625",73.90M,-1.30%
10/20/2023,"5,750","5,675","5,800","5,650",98.53M,0.44%
10/19/2023,"5,725","5,775","5,800","5,700",160.28M,-2.14%
10/18/2023,"5,850","5,925","5,950","5,825",91.87M,-2.50%
10/17/2023,"6,000","6,000","6,025","5,925",74.70M,-0.41%
10/16/2023,"6,025","6,025","6,075","5,975",60.41M,-0.82%
10/13/2023,"6,075","6,075","6,150","6,025",39.91M,0.00%
10/12/2023,"6,075","6,075","6,175","6,050",91.34M,0.41%
10/11/2023,"6,050","5,950","6,175","5,950",72.96M,0.83%
10/10/2023,"6,000","5,900","6,075","5,900",48.85M,1.69%
10/09/2023,"5,900","6,025","6,050","5,900",45.32M,-2.07%
10/06/2023,"6,025","6,150","6,150","6,025",25.91M,-1.63%
10/05/2023,"6,125","6,150","6,200","6,100",69.57M,0.00%
10/04/2023,"6,125","6,075","6,125","5,975",69.15M,0.82%
10/03/2023,"6,075","6,000","6,075","6,000",37.14M,0.41%
10/02/2023,"6,050","6,025","6,100","6,025",33.30M,0.41%
